"from","to","weight"
"Adit_Krishnan","Ashish_Sharma",2
"Adit_Krishnan","Hari_Sundaram",2
"Ashish_Sharma","Hari_Sundaram",2
"Alfan_Farizki_Wicaksono","Alistair_Moffat",1
"Kyosuke_Nishida","Itsumi_Saito",1
"Kyosuke_Nishida","Atsushi_Otsuka",1
"Kyosuke_Nishida","Hisako_Asano",1
"Kyosuke_Nishida","Junji_Tomita",1
"Itsumi_Saito","Atsushi_Otsuka",1
"Itsumi_Saito","Hisako_Asano",1
"Itsumi_Saito","Junji_Tomita",1
"Atsushi_Otsuka","Hisako_Asano",1
"Atsushi_Otsuka","Junji_Tomita",1
"Hisako_Asano","Junji_Tomita",1
"Darío_Garigliotti","Krisztian_Balog",1
"Fangzhao_Wu","Chuhan_Wu",2
"Fangzhao_Wu","Junxin_Liu",2
"Chuhan_Wu","Junxin_Liu",2
"Alan_Medlar","Dorota_Glowacka",1
"Chia-An_Yu","Ching-Lun_Tai",1
"Chia-An_Yu","Tak-Shing_Chan",1
"Chia-An_Yu","Yi-Hsuan_Yang",1
"Ching-Lun_Tai","Tak-Shing_Chan",1
"Ching-Lun_Tai","Yi-Hsuan_Yang",1
"Tak-Shing_Chan","Yi-Hsuan_Yang",1
"Mark_Heimann","Haoming_Shen",1
"Mark_Heimann","Tara_Safavi",1
"Mark_Heimann","Danai_Koutra",1
"Haoming_Shen","Tara_Safavi",1
"Haoming_Shen","Danai_Koutra",1
"Tara_Safavi","Danai_Koutra",2
"Smit_Marvaniya","Swarnadeep_Saha",1
"Smit_Marvaniya","Tejas_I._Dhamecha",1
"Smit_Marvaniya","Peter_Foltz",1
"Smit_Marvaniya","Renuka_Sindhgatta",1
"Smit_Marvaniya","Bikram_Sengupta",1
"Swarnadeep_Saha","Tejas_I._Dhamecha",1
"Swarnadeep_Saha","Peter_Foltz",1
